provinsi,wilayah,tahun_tanggal,positif_covid,kematian
Australian Capital Territory,Australia,2021-11-17,1996,14
New South Wales,Australia,2021-11-17,79254,615
Northern Territory,Australia,2021-11-17,245,0
Queensland,Australia,2021-11-17,2111,7
South Australia,Australia,2021-11-17,921,4
Tasmania,Australia,2021-11-17,238,13
Victoria,Australia,2021-11-17,108231,1260
Western Australia,Australia,2021-11-17,1116,9
Australian Capital Territory,Australia,2021-11-18,2013,14
New South Wales,Australia,2021-11-18,79468,618
Northern Territory,Australia,2021-11-18,253,0
Queensland,Australia,2021-11-18,2112,7
South Australia,Australia,2021-11-18,921,4
Tasmania,Australia,2021-11-18,238,13
Victoria,Australia,2021-11-18,109495,1268
Western Australia,Australia,2021-11-18,1117,9
Australian Capital Territory,Australia,2021-11-19,2027,14
New South Wales,Australia,2021-11-19,79646,618
Northern Territory,Australia,2021-11-19,252,0
Queensland,Australia,2021-11-19,2112,7
South Australia,Australia,2021-11-19,922,4
Tasmania,Australia,2021-11-19,238,13
Victoria,Australia,2021-11-19,110662,1273
Western Australia,Australia,2021-11-19,1118,9
Australian Capital Territory,Australia,2021-11-20,2042,14
New South Wales,Australia,2021-11-20,79821,620
Northern Territory,Australia,2021-11-20,262,0
Queensland,Australia,2021-11-20,2112,7
South Australia,Australia,2021-11-20,922,4
Tasmania,Australia,2021-11-20,238,13
Victoria,Australia,2021-11-20,111926,1277
Western Australia,Australia,2021-11-20,1119,9
Australian Capital Territory,Australia,2021-11-21,2053,14
New South Wales,Australia,2021-11-21,79997,621
Northern Territory,Australia,2021-11-21,265,0
Queensland,Australia,2021-11-21,2112,7
South Australia,Australia,2021-11-21,922,4
Tasmania,Australia,2021-11-21,238,13
Victoria,Australia,2021-11-21,112942,1280
Western Australia,Australia,2021-11-21,1120,9
Australian Capital Territory,Australia,2021-11-22,2072,14
New South Wales,Australia,2021-11-22,80163,623
Northern Territory,Australia,2021-11-22,266,0
Queensland,Australia,2021-11-22,2113,7
South Australia,Australia,2021-11-22,922,4
Tasmania,Australia,2021-11-22,239,13
Victoria,Australia,2021-11-22,113755,1298
Western Australia,Australia,2021-11-22,1121,9
Australian Capital Territory,Australia,2021-11-23,2087,14
New South Wales,Australia,2021-11-23,80408,625
Northern Territory,Australia,2021-11-23,280,0
Queensland,Australia,2021-11-23,2115,7
South Australia,Australia,2021-11-23,922,4
Tasmania,Australia,2021-11-23,239,13
Victoria,Australia,2021-11-23,114943,1301
Western Australia,Australia,2021-11-23,1121,9
Australian Capital Territory,Australia,2021-11-24,2095,14
New South Wales,Australia,2021-11-24,80681,625
Northern Territory,Australia,2021-11-24,278,0
Queensland,Australia,2021-11-24,2117,7
South Australia,Australia,2021-11-24,922,4
Tasmania,Australia,2021-11-24,239,13
Victoria,Australia,2021-11-24,116189,1306
Western Australia,Australia,2021-11-24,1121,9
Australian Capital Territory,Australia,2021-11-25,2103,14
New South Wales,Australia,2021-11-25,80938,625
Northern Territory,Australia,2021-11-25,281,0
Queensland,Australia,2021-11-25,2116,7
South Australia,Australia,2021-11-25,926,4
Tasmania,Australia,2021-11-25,239,13
Victoria,Australia,2021-11-25,117544,1313
Western Australia,Australia,2021-11-25,1122,9
Australian Capital Territory,Australia,2021-11-26,2110,14
New South Wales,Australia,2021-11-26,81170,625
Northern Territory,Australia,2021-11-26,283,0
Queensland,Australia,2021-11-26,2117,7
South Australia,Australia,2021-11-26,931,4
Tasmania,Australia,2021-11-26,239,13
Victoria,Australia,2021-11-26,118777,1318
Western Australia,Australia,2021-11-26,1122,9
Australian Capital Territory,Australia,2021-11-27,2117,14
New South Wales,Australia,2021-11-27,81355,625
Northern Territory,Australia,2021-11-27,285,0
Queensland,Australia,2021-11-27,2120,7
South Australia,Australia,2021-11-27,931,4
Tasmania,Australia,2021-11-27,239,13
Victoria,Australia,2021-11-27,119815,1322
Western Australia,Australia,2021-11-27,1122,9
Australian Capital Territory,Australia,2021-11-28,2124,14
New South Wales,Australia,2021-11-28,81499,625
Northern Territory,Australia,2021-11-28,286,0
Queensland,Australia,2021-11-28,2125,7
South Australia,Australia,2021-11-28,931,4
Tasmania,Australia,2021-11-28,239,13
Victoria,Australia,2021-11-28,120814,1325
Western Australia,Australia,2021-11-28,1121,9
Australian Capital Territory,Australia,2021-11-29,2130,14
New South Wales,Australia,2021-11-29,81674,628
Northern Territory,Australia,2021-11-29,288,0
Queensland,Australia,2021-11-29,2127,7
South Australia,Australia,2021-11-29,932,4
Tasmania,Australia,2021-11-29,239,13
Victoria,Australia,2021-11-29,121727,1331
Western Australia,Australia,2021-11-29,1121,9
Australian Capital Territory,Australia,2021-11-30,2134,14
New South Wales,Australia,2021-11-30,81916,628
Northern Territory,Australia,2021-11-30,292,0
Queensland,Australia,2021-11-30,2130,7
South Australia,Australia,2021-11-30,932,4
Tasmania,Australia,2021-11-30,240,13
Victoria,Australia,2021-11-30,122890,1336
Western Australia,Australia,2021-11-30,1121,9
Australian Capital Territory,Australia,2021-12-01,2142,14
New South Wales,Australia,2021-12-01,82180,628
Northern Territory,Australia,2021-12-01,290,0
Queensland,Australia,2021-12-01,2133,7
South Australia,Australia,2021-12-01,952,4
Tasmania,Australia,2021-12-01,240,13
Victoria,Australia,2021-12-01,124299,1346
Western Australia,Australia,2021-12-01,1121,9
Australian Capital Territory,Australia,2021-12-02,2146,14
New South Wales,Australia,2021-12-02,82514,628
Northern Territory,Australia,2021-12-02,292,1
Queensland,Australia,2021-12-02,2139,7
South Australia,Australia,2021-12-02,953,4
Tasmania,Australia,2021-12-02,240,13
Victoria,Australia,2021-12-02,125474,1357
Western Australia,Australia,2021-12-02,1121,9
Australian Capital Territory,Australia,2021-12-03,2153,14
New South Wales,Australia,2021-12-03,82837,629
Northern Territory,Australia,2021-12-03,293,0
Queensland,Australia,2021-12-03,2146,7
South Australia,Australia,2021-12-03,957,4
Tasmania,Australia,2021-12-03,240,13
Victoria,Australia,2021-12-03,126839,1366
Western Australia,Australia,2021-12-03,1122,9
Australian Capital Territory,Australia,2021-12-04,2159,14
New South Wales,Australia,2021-12-04,83118,630
Northern Territory,Australia,2021-12-04,294,1
Queensland,Australia,2021-12-04,2152,7
South Australia,Australia,2021-12-04,962,4
Tasmania,Australia,2021-12-04,240,13
Victoria,Australia,2021-12-04,127789,1372
Western Australia,Australia,2021-12-04,1122,9
Australian Capital Territory,Australia,2021-12-05,2165,14
New South Wales,Australia,2021-12-05,83321,630
Northern Territory,Australia,2021-12-05,297,1
Queensland,Australia,2021-12-05,2155,7
South Australia,Australia,2021-12-05,972,4
Tasmania,Australia,2021-12-05,240,13
Victoria,Australia,2021-12-05,128849,1378
Western Australia,Australia,2021-12-05,1122,9
Australian Capital Territory,Australia,2021-12-06,2167,14
New South Wales,Australia,2021-12-06,83572,632
Northern Territory,Australia,2021-12-06,299,1
Queensland,Australia,2021-12-06,2155,7
South Australia,Australia,2021-12-06,971,4
Tasmania,Australia,2021-12-06,240,13
Victoria,Australia,2021-12-06,130029,1385
Western Australia,Australia,2021-12-06,1122,9
Australian Capital Territory,Australia,2021-12-07,2175,15
New South Wales,Australia,2021-12-07,83967,633
Northern Territory,Australia,2021-12-07,299,1
Queensland,Australia,2021-12-07,2157,7
South Australia,Australia,2021-12-07,975,4
Tasmania,Australia,2021-12-07,240,13
Victoria,Australia,2021-12-07,131325,1390
Western Australia,Australia,2021-12-07,1122,9
Australian Capital Territory,Australia,2021-12-08,2179,15
New South Wales,Australia,2021-12-08,84384,634
Northern Territory,Australia,2021-12-08,299,1
Queensland,Australia,2021-12-08,2157,7
South Australia,Australia,2021-12-08,976,4
Tasmania,Australia,2021-12-08,240,13
Victoria,Australia,2021-12-08,132557,1399
Western Australia,Australia,2021-12-08,1122,9
Australian Capital Territory,Australia,2021-12-09,2179,15
New South Wales,Australia,2021-12-09,84895,634
Northern Territory,Australia,2021-12-09,306,1
Queensland,Australia,2021-12-09,2165,7
South Australia,Australia,2021-12-09,983,4
Tasmania,Australia,2021-12-09,240,13
Victoria,Australia,2021-12-09,133734,1401
Western Australia,Australia,2021-12-09,1123,9
Australian Capital Territory,Australia,2021-12-10,2196,15
New South Wales,Australia,2021-12-10,85447,637
Northern Territory,Australia,2021-12-10,307,1
Queensland,Australia,2021-12-10,2167,7
South Australia,Australia,2021-12-10,991,4
Tasmania,Australia,2021-12-10,240,13
Victoria,Australia,2021-12-10,134911,1414
Western Australia,Australia,2021-12-10,1123,9
Australian Capital Territory,Australia,2021-12-11,2197,15
New South Wales,Australia,2021-12-11,85924,639
Northern Territory,Australia,2021-12-11,306,1
Queensland,Australia,2021-12-11,2168,7
South Australia,Australia,2021-12-11,1008,4
Tasmania,Australia,2021-12-11,240,13
Victoria,Australia,2021-12-11,135959,1416
Western Australia,Australia,2021-12-11,1123,9
Australian Capital Territory,Australia,2021-12-12,2200,15
New South Wales,Australia,2021-12-12,86453,639
Northern Territory,Australia,2021-12-12,328,1
Queensland,Australia,2021-12-12,2176,7
South Australia,Australia,2021-12-12,1021,4
Tasmania,Australia,2021-12-12,240,13
Victoria,Australia,2021-12-12,137227,1418
Western Australia,Australia,2021-12-12,1123,9
Australian Capital Territory,Australia,2021-12-13,2204,15
New South Wales,Australia,2021-12-13,87248,640
Northern Territory,Australia,2021-12-13,313,1
Queensland,Australia,2021-12-13,2180,7
South Australia,Australia,2021-12-13,1020,4
Tasmania,Australia,2021-12-13,240,13
Victoria,Australia,2021-12-13,138409,1424
Western Australia,Australia,2021-12-13,1124,9
Australian Capital Territory,Australia,2021-12-14,2210,15
New South Wales,Australia,2021-12-14,88595,641
Northern Territory,Australia,2021-12-14,328,1
Queensland,Australia,2021-12-14,2188,7
South Australia,Australia,2021-12-14,1057,4
Tasmania,Australia,2021-12-14,240,13
Victoria,Australia,2021-12-14,139804,1427
Western Australia,Australia,2021-12-14,1125,9
Australian Capital Territory,Australia,2021-12-15,2222,15
New South Wales,Australia,2021-12-15,90333,641
Northern Territory,Australia,2021-12-15,343,1
Queensland,Australia,2021-12-15,2210,7
South Australia,Australia,2021-12-15,1081,4
Tasmania,Australia,2021-12-15,241,13
Victoria,Australia,2021-12-15,141415,1436
Western Australia,Australia,2021-12-15,1125,9
Australian Capital Territory,Australia,2021-12-16,2242,15
New South Wales,Australia,2021-12-16,92532,642
Northern Territory,Australia,2021-12-16,351,1
Queensland,Australia,2021-12-16,2227,7
South Australia,Australia,2021-12-16,1145,4
Tasmania,Australia,2021-12-16,243,13
Victoria,Australia,2021-12-16,142907,1443
Western Australia,Australia,2021-12-16,1125,9
Australian Capital Territory,Australia,2021-12-17,2260,15
New South Wales,Australia,2021-12-17,95000,643
Northern Territory,Australia,2021-12-17,348,1
Queensland,Australia,2021-12-17,2258,7
South Australia,Australia,2021-12-17,1143,4
Tasmania,Australia,2021-12-17,244,13
Victoria,Australia,2021-12-17,144411,1450
Western Australia,Australia,2021-12-17,1125,9
Australian Capital Territory,Australia,2021-12-18,2278,15
New South Wales,Australia,2021-12-18,97558,643
Northern Territory,Australia,2021-12-18,360,1
Queensland,Australia,2021-12-18,2297,7
South Australia,Australia,2021-12-18,1216,4
Tasmania,Australia,2021-12-18,247,13
Victoria,Australia,2021-12-18,145570,1454
Western Australia,Australia,2021-12-18,1125,9
Australian Capital Territory,Australia,2021-12-19,2291,15
New South Wales,Australia,2021-12-19,100040,643
Northern Territory,Australia,2021-12-19,360,1
Queensland,Australia,2021-12-19,2356,7
South Australia,Australia,2021-12-19,1401,4
Tasmania,Australia,2021-12-19,250,13
Victoria,Australia,2021-12-19,146859,1454
Western Australia,Australia,2021-12-19,1125,9
Australian Capital Territory,Australia,2021-12-20,2307,15
New South Wales,Australia,2021-12-20,103073,645
Northern Territory,Australia,2021-12-20,371,1
Queensland,Australia,2021-12-20,2442,7
South Australia,Australia,2021-12-20,1513,4
Tasmania,Australia,2021-12-20,254,13
Victoria,Australia,2021-12-20,148089,1460
Western Australia,Australia,2021-12-20,1125,9
Australian Capital Territory,Australia,2021-12-21,2365,15
New South Wales,Australia,2021-12-21,106810,647
Northern Territory,Australia,2021-12-21,376,1
Queensland,Australia,2021-12-21,2613,7
South Australia,Australia,2021-12-21,1554,4
Tasmania,Australia,2021-12-21,266,13
Victoria,Australia,2021-12-21,149595,1466
Western Australia,Australia,2021-12-21,1126,9
Australian Capital Territory,Australia,2021-12-22,2450,15
New South Wales,Australia,2021-12-22,112496,648
Northern Territory,Australia,2021-12-22,393,1
Queensland,Australia,2021-12-22,2977,7
South Australia,Australia,2021-12-22,1747,4
Tasmania,Australia,2021-12-22,292,13
Victoria,Australia,2021-12-22,151577,1476
Western Australia,Australia,2021-12-22,1130,9
Australian Capital Territory,Australia,2021-12-23,2552,15
New South Wales,Australia,2021-12-23,118074,649
Northern Territory,Australia,2021-12-23,393,1
Queensland,Australia,2021-12-23,2977,7
South Australia,Australia,2021-12-23,2229,4
Tasmania,Australia,2021-12-23,288,13
Victoria,Australia,2021-12-23,153631,1484
Western Australia,Australia,2021-12-23,1136,9
Australian Capital Territory,Australia,2021-12-24,2694,15
New South Wales,Australia,2021-12-24,124322,649
Northern Territory,Australia,2021-12-24,414,1
Queensland,Australia,2021-12-24,3563,7
South Australia,Australia,2021-12-24,2917,4
Tasmania,Australia,2021-12-24,353,13
Victoria,Australia,2021-12-24,155739,1490
Western Australia,Australia,2021-12-24,1133,9
Australian Capital Territory,Australia,2021-12-25,2765,15
New South Wales,Australia,2021-12-25,130701,649
Northern Territory,Australia,2021-12-25,414,1
Queensland,Australia,2021-12-25,4322,7
South Australia,Australia,2021-12-25,3550,4
Tasmania,Australia,2021-12-25,353,13
Victoria,Australia,2021-12-25,157347,1492
Western Australia,Australia,2021-12-25,1142,9
Australian Capital Territory,Australia,2021-12-26,2942,15
New South Wales,Australia,2021-12-26,137011,652
Northern Territory,Australia,2021-12-26,444,1
Queensland,Australia,2021-12-26,5033,7
South Australia,Australia,2021-12-26,4324,4
Tasmania,Australia,2021-12-26,434,13
Victoria,Australia,2021-12-26,159147,1495
Western Australia,Australia,2021-12-26,1143,9
Australian Capital Territory,Australia,2021-12-27,3186,15
New South Wales,Australia,2021-12-27,143042,653
Northern Territory,Australia,2021-12-27,448,1
Queensland,Australia,2021-12-27,6961,7
South Australia,Australia,2021-12-27,5162,5
Tasmania,Australia,2021-12-27,483,13
Victoria,Australia,2021-12-27,161845,1499
Western Australia,Australia,2021-12-27,1148,9
Australian Capital Territory,Australia,2021-12-28,3311,15
New South Wales,Australia,2021-12-28,154191,656
Northern Territory,Australia,2021-12-28,474,1
Queensland,Australia,2021-12-28,8534,7
South Australia,Australia,2021-12-28,6160,5
Tasmania,Australia,2021-12-28,540,13
Victoria,Australia,2021-12-28,165595,1504
Western Australia,Australia,2021-12-28,1148,9
Australian Capital Territory,Australia,2021-12-29,3559,15
New South Wales,Australia,2021-12-29,166373,657
Northern Territory,Australia,2021-12-29,496,1
Queensland,Australia,2021-12-29,10752,7
South Australia,Australia,2021-12-29,7625,5
Tasmania,Australia,2021-12-29,637,13
Victoria,Australia,2021-12-29,170732,1517
Western Australia,Australia,2021-12-29,1148,9
Australian Capital Territory,Australia,2021-12-30,3564,15
New South Wales,Australia,2021-12-30,166373,657
Northern Territory,Australia,2021-12-30,510,1
Queensland,Australia,2021-12-30,10752,7
South Australia,Australia,2021-12-30,8993,6
Tasmania,Australia,2021-12-30,637,13
Victoria,Australia,2021-12-30,176614,1525
Western Australia,Australia,2021-12-30,1153,9
Australian Capital Territory,Australia,2021-12-31,4010,15
New South Wales,Australia,2021-12-31,187504,663
Northern Territory,Australia,2021-12-31,572,1
Queensland,Australia,2021-12-31,13863,7
South Australia,Australia,2021-12-31,11078,6
Tasmania,Australia,2021-12-31,785,13
Victoria,Australia,2021-12-31,183976,1534
Western Australia,Australia,2021-12-31,1161,9
Australian Capital Territory,Australia,2022-01-01,4919,15
New South Wales,Australia,2022-01-01,228307,669
Northern Territory,Australia,2022-01-01,624,1
Queensland,Australia,2022-01-01,19707,7
South Australia,Australia,2022-01-01,15476,6
Tasmania,Australia,2022-01-01,1613,13
Victoria,Australia,2022-01-01,191148,1537
Western Australia,Australia,2022-01-01,1161,9
Australian Capital Territory,Australia,2022-01-02,5323,15
New South Wales,Australia,2022-01-02,249064,673
Northern Territory,Australia,2022-01-02,624,1
Queensland,Australia,2022-01-02,19707,7
